,Id,income,age,experience,married,house_ownership,car_ownership,profession,city,state,current_job_years,current_house_years,risk_flag
243941,243942,1390733,60,6,single,rented,no,Graphic_Designer,Sultan_Pur_Majra,Delhi,6,10,0
6472,6473,5575513,71,0,single,rented,no,Chef,Hindupur,Andhra_Pradesh,0,11,0
153811,153812,7871784,54,10,single,rented,yes,Dentist,Chinsurah,West_Bengal,10,12,0
192720,192721,1727393,44,8,single,rented,no,Mechanical_engineer,Ulhasnagar,Maharashtra,8,12,0
76899,76900,6073350,68,5,single,rented,no,Hotel_Manager,Pune,Maharashtra,5,14,1
64658,64659,2154544,45,5,single,rented,no,Graphic_Designer,Bhagalpur,Bihar,4,14,0
153173,153174,854406,68,13,single,rented,no,Petroleum_Engineer,Nashik,Maharashtra,7,12,0
109250,109251,6925358,73,19,single,rented,no,Air_traffic_controller,Navi_Mumbai,Maharashtra,3,12,0
138096,138097,9804227,60,11,single,rented,no,Geologist,Ratlam,Madhya_Pradesh,8,11,0
59518,59519,412015,23,8,single,rented,no,Technical_writer,Gurgaon,Haryana,4,10,0
213111,213112,7727737,41,11,single,rented,no,Civil_servant,Giridih,Jharkhand,3,11,0
188882,188883,5354632,75,19,single,rented,no,Geologist,Gulbarga,Karnataka,8,10,0
83102,83103,7645788,71,17,single,rented,yes,Civil_engineer,Pudukkottai,Tamil_Nadu,13,14,0
36658,36659,1669231,41,6,single,rented,no,Surveyor,Mau,Uttar_Pradesh,6,11,0
170173,170174,6368882,46,7,single,rented,no,Analyst,Chittoor[28],Andhra_Pradesh,3,10,0
123331,123332,3545959,28,6,single,rented,no,Magistrate,Mangalore,Karnataka,6,13,0
134416,134417,5650786,64,0,single,rented,no,Dentist,Guntakal,Andhra_Pradesh,0,13,0
142145,142146,655331,70,16,single,rented,no,Technician,Bulandshahr,Uttar_Pradesh,8,11,0
128798,128799,6164439,65,4,married,rented,no,Chef,Morbi,Gujarat,4,11,0
194225,194226,5616939,66,3,single,rented,yes,Air_traffic_controller,Amroha,Uttar_Pradesh,3,11,0
189336,189337,3128681,59,4,single,owned,no,Drafter,Ludhiana,Punjab,4,12,0
146793,146794,4011175,71,5,single,rented,yes,Computer_hardware_engineer,Kurnool[18],Andhra_Pradesh,5,13,0
147830,147831,605878,51,5,single,rented,no,Technical_writer,Ranchi,Jharkhand,4,11,0
115935,115936,8021921,73,4,single,rented,no,Secretary,Jamshedpur,Jharkhand,4,10,0
100987,100988,2819566,63,8,single,norent_noown,no,Financial_Analyst,Rourkela,Odisha,5,13,0
63450,63451,752752,76,3,single,rented,no,Physician,Ahmedabad,Gujarat,3,12,1
28595,28596,3984731,28,1,single,rented,no,Web_designer,Ulhasnagar,Maharashtra,1,13,0
239373,239374,9819157,57,15,single,rented,yes,Economist,Nangloi_Jat,Delhi,7,12,0
34682,34683,8982743,34,15,married,owned,yes,Lawyer,Thrissur,Kerala,8,11,0
63056,63057,9390257,55,4,single,rented,yes,Graphic_Designer,Nangloi_Jat,Delhi,4,10,0
172935,172936,2433481,48,0,single,norent_noown,yes,Biomedical_Engineer,Durg,Chhattisgarh,0,14,0
198975,198976,1549623,53,16,single,rented,no,Technician,Bhimavaram,Andhra_Pradesh,14,14,0
11534,11535,8793461,53,18,single,rented,no,Politician,Gulbarga,Karnataka,8,10,0
47400,47401,942803,69,19,single,rented,yes,Geologist,Nanded,Maharashtra,9,14,0
228472,228473,1609430,60,5,single,rented,yes,Petroleum_Engineer,Bihar_Sharif,Bihar,5,11,0
181121,181122,9254969,75,7,single,rented,no,Civil_engineer,Tinsukia,Assam,7,10,1
75865,75866,2955958,35,17,single,rented,yes,Computer_operator,Amravati,Maharashtra,7,11,0
165516,165517,7072319,70,3,single,rented,no,Biomedical_Engineer,Suryapet,Telangana,3,11,0
28164,28165,4754357,25,0,single,rented,no,Lawyer,Pondicherry,Puducherry,0,12,0
244065,244066,1781900,69,4,single,rented,no,Air_traffic_controller,Nashik,Maharashtra,4,10,0
183608,183609,3208322,55,18,single,rented,no,Air_traffic_controller,Kottayam,Kerala,8,12,0
65350,65351,3310900,62,3,single,rented,yes,Dentist,Jaipur,Rajasthan,3,11,0
54913,54914,2921004,47,4,single,rented,yes,Geologist,Dindigul,Tamil_Nadu,4,11,0
55847,55848,2889975,29,4,single,rented,no,Lawyer,Kishanganj[35],Bihar,4,13,0
217623,217624,2486312,38,14,married,rented,no,Computer_hardware_engineer,Machilipatnam,Andhra_Pradesh,10,14,0
916,917,6621319,27,2,single,rented,yes,Politician,Phusro,Jharkhand,2,14,0
38469,38470,5354560,58,13,single,rented,yes,Hotel_Manager,Anand,Gujarat,5,13,0
228950,228951,9986330,33,18,single,rented,no,Industrial_Engineer,Cuttack,Odisha,3,13,1
126521,126522,9601652,60,4,married,rented,no,Aviator,Tadepalligudem,Andhra_Pradesh,4,11,0
210562,210563,606432,39,9,single,rented,no,Chemical_engineer,Gwalior,Madhya_Pradesh,6,10,1
142641,142642,3888767,54,14,married,rented,no,Dentist,Bijapur,Karnataka,13,14,0
97202,97203,2471915,73,18,single,rented,no,Chemical_engineer,Purnia[26],Bihar,14,13,0
27218,27219,3342757,21,18,single,rented,no,Surgeon,Amravati,Maharashtra,9,14,0
210929,210930,2132506,79,11,single,owned,no,Financial_Analyst,Panihati,West_Bengal,11,13,0
108748,108749,6894156,53,4,single,rented,no,Web_designer,Hubliâ€“Dharwad,Karnataka,4,10,0
132799,132800,1158811,63,16,single,rented,no,Design_Engineer,Tiruchirappalli[10],Tamil_Nadu,5,13,0
202664,202665,3455508,34,6,single,rented,no,Official,Thrissur,Kerala,6,10,0
234688,234689,8243555,29,10,single,rented,no,Software_Developer,Bareilly,Uttar_Pradesh,6,13,0
56294,56295,1915161,62,16,single,rented,no,Petroleum_Engineer,Salem,Tamil_Nadu,9,10,0
203605,203606,9904602,51,14,single,rented,no,Dentist,Rajpur_Sonarpur,West_Bengal,6,11,0
18098,18099,1035064,66,6,single,rented,no,Army_officer,Siliguri,West_Bengal,6,11,0
182515,182516,7886476,55,8,single,rented,yes,Software_Developer,Ludhiana,Punjab,8,10,0
33135,33136,9412724,57,0,single,rented,no,Consultant,Fatehpur,Uttar_Pradesh,0,14,0
95227,95228,7966142,41,2,single,norent_noown,no,Aviator,Chandigarh_city,Chandigarh,2,13,0
176672,176673,9514006,75,9,married,rented,no,Mechanical_engineer,Saharanpur,Uttar_Pradesh,9,11,0
126652,126653,6979096,39,7,single,rented,no,Drafter,Mathura,Uttar_Pradesh,7,11,0
154955,154956,2036827,49,11,single,rented,no,Computer_operator,Sangli-Miraj_&_Kupwad,Maharashtra,10,13,0
226456,226457,9323056,40,4,single,rented,no,Computer_hardware_engineer,Mahbubnagar,Telangana,4,14,0
200647,200648,2442625,67,9,married,rented,yes,Firefighter,Guntur[13],Andhra_Pradesh,7,12,0
74601,74602,667691,40,20,married,rented,no,Official,Nandyal,Andhra_Pradesh,13,13,0
116982,116983,8759249,50,12,single,rented,yes,Economist,Maheshtala,West_Bengal,7,12,0
237354,237355,728523,30,6,single,rented,yes,Technician,Bhimavaram,Andhra_Pradesh,4,14,0
75600,75601,8832725,64,5,single,rented,no,Biomedical_Engineer,Pondicherry,Puducherry,5,11,1
29257,29258,1871961,64,4,single,rented,no,Civil_engineer,Dindigul,Tamil_Nadu,4,11,0
113513,113514,5644262,60,7,single,rented,no,Engineer,Kalyan-Dombivli,Maharashtra,3,11,0
45696,45697,5022817,58,6,single,rented,yes,Technology_specialist,"Khora,_Ghaziabad",Uttar_Pradesh,6,13,0
130000,130001,9454655,35,7,single,rented,no,Magistrate,Srikakulam,Andhra_Pradesh,7,14,0
167918,167919,8356848,54,2,single,rented,no,Dentist,Nangloi_Jat,Delhi,2,12,0
108966,108967,8367934,39,0,married,norent_noown,no,Comedian,Panipat,Haryana,0,12,0
228170,228171,108258,52,1,single,rented,yes,Physician,Rajkot,Gujarat,1,14,0
144601,144602,5001124,46,11,single,owned,yes,Analyst,Hazaribagh,Jharkhand,11,11,0
33704,33705,5082643,66,3,single,rented,yes,Graphic_Designer,Pimpri-Chinchwad,Maharashtra,3,13,0
247266,247267,620940,23,9,single,rented,no,Statistician,Orai,Uttar_Pradesh,7,14,0
101589,101590,2818110,41,20,married,rented,no,Librarian,Akola,Maharashtra,12,14,0
53086,53087,8481916,73,0,single,rented,no,Microbiologist,Silchar,Assam,0,14,1
86981,86982,294610,49,16,single,rented,no,Computer_hardware_engineer,Yamunanagar,Haryana,6,13,0
236654,236655,7146875,75,15,single,rented,no,Physician,Guna,Madhya_Pradesh,11,13,1
138242,138243,1600707,39,4,single,rented,no,Designer,Varanasi,Uttar_Pradesh,4,12,0
96696,96697,2659426,43,15,single,rented,no,Scientist,Siwan[32],Bihar,8,14,0
165354,165355,9709186,50,20,single,rented,no,Politician,Tiruppur,Tamil_Nadu,9,11,0
157173,157174,2024213,38,19,single,rented,no,Comedian,Durg,Chhattisgarh,8,14,0
123664,123665,3319389,35,5,single,rented,yes,Design_Engineer,Ludhiana,Punjab,5,11,0
170853,170854,5726991,78,8,single,rented,no,Scientist,Kamarhati,West_Bengal,8,10,0
123532,123533,2213823,73,4,single,rented,no,Industrial_Engineer,Pondicherry,Puducherry,4,13,0
28980,28981,2874640,50,10,single,rented,no,Web_designer,Vasai-Virar,Maharashtra,9,12,0
106790,106791,4973814,24,19,single,rented,no,Computer_operator,Amritsar,Punjab,6,12,0
82202,82203,7600748,59,13,single,rented,yes,Software_Developer,Avadi,Tamil_Nadu,5,10,0
158861,158862,9932138,45,19,single,rented,no,Official,Vijayawada,Andhra_Pradesh,9,14,0
51591,51592,3651865,76,0,married,rented,no,Civil_engineer,Adoni,Andhra_Pradesh,0,11,0
139477,139478,8295121,50,11,single,rented,no,Army_officer,Korba,Chhattisgarh,5,11,0
236147,236148,5265999,23,13,single,rented,no,Comedian,Delhi_city,Delhi,11,14,0
61903,61904,7643432,66,17,single,rented,no,Librarian,Belgaum,Karnataka,8,13,0
196917,196918,2389509,61,15,married,rented,no,Technical_writer,Thane,Maharashtra,10,10,0
226023,226024,1482596,44,5,single,rented,yes,Biomedical_Engineer,Satna,Madhya_Pradesh,5,10,0
98027,98028,6389996,32,16,single,rented,no,Biomedical_Engineer,Jaipur,Rajasthan,7,11,0
13046,13047,3253176,60,10,single,rented,yes,Physician,Bhatpara,West_Bengal,5,11,0
146002,146003,2959223,43,2,single,rented,no,Analyst,Ambala,Haryana,2,12,0
154446,154447,4990273,58,2,single,rented,no,Computer_hardware_engineer,Haldia,West_Bengal,2,14,1
8151,8152,1429501,71,2,single,rented,no,Microbiologist,Ozhukarai,Puducherry,2,10,0
181356,181357,2145278,47,9,single,rented,yes,Firefighter,Anantapuram[24],Andhra_Pradesh,8,10,0
84026,84027,827855,41,15,single,rented,no,Scientist,Vijayanagaram,Andhra_Pradesh,8,13,1
125391,125392,3491608,30,3,single,rented,no,Graphic_Designer,Hospet,Karnataka,3,14,0
49043,49044,1171901,57,10,single,norent_noown,yes,Financial_Analyst,Buxar[37],Bihar,9,12,0
119231,119232,842278,30,18,single,rented,yes,Physician,Pimpri-Chinchwad,Maharashtra,3,14,0
129010,129011,3052236,70,0,single,rented,yes,Scientist,Jehanabad[38],Bihar,0,10,0
36430,36431,8500985,30,18,single,rented,no,Physician,Hajipur[31],Bihar,9,12,0
175843,175844,9558008,49,1,single,rented,no,Physician,Bhind,Madhya_Pradesh,1,11,1
4094,4095,6463842,56,2,single,rented,no,Designer,Akola,Maharashtra,2,12,0
176633,176634,8755619,42,20,single,rented,no,Official,Kadapa[23],Andhra_Pradesh,9,12,0
156312,156313,8817647,55,10,single,rented,yes,Army_officer,Kurnool[18],Andhra_Pradesh,10,13,0
68183,68184,2124447,65,1,single,rented,no,Flight_attendant,Kharagpur,West_Bengal,1,10,0
213592,213593,4654280,49,18,single,rented,yes,Psychologist,Mumbai,Maharashtra,11,11,0
75774,75775,4853948,39,10,single,rented,no,Magistrate,Tirupati[21][22],Andhra_Pradesh,10,10,0
237868,237869,3678392,57,0,single,rented,yes,Chef,Kalyan-Dombivli,Maharashtra,0,12,1
64473,64474,4240357,58,2,single,rented,yes,Designer,Bangalore,Karnataka,2,12,0
168100,168101,5098928,71,17,single,rented,no,Lawyer,Darbhanga,Bihar,4,11,0
220015,220016,8060412,49,19,single,norent_noown,no,Consultant,Tumkur,Karnataka,11,11,0
200736,200737,8254699,41,15,single,rented,no,Physician,Malegaon,Maharashtra,5,13,0
204310,204311,3379005,77,1,single,rented,no,Microbiologist,Proddatur,Andhra_Pradesh,1,11,0
238670,238671,6462997,65,7,single,rented,yes,Physician,Kamarhati,West_Bengal,7,14,1
93532,93533,4276227,31,11,single,rented,no,Secretary,Karawal_Nagar,Delhi,11,13,0
133420,133421,9774160,24,9,single,rented,yes,Mechanical_engineer,Malegaon,Maharashtra,9,12,0
72018,72019,1318865,73,5,single,owned,no,Design_Engineer,Katihar,Bihar,5,13,0
239104,239105,1754159,46,1,single,rented,no,Civil_engineer,Ichalkaranji,Maharashtra,1,13,0
100185,100186,6126820,49,15,single,rented,yes,Statistician,Chennai,Tamil_Nadu,3,12,0
32057,32058,3992999,37,13,single,rented,no,Technology_specialist,Jamnagar,Gujarat,5,12,0
73056,73057,3632441,66,2,single,rented,yes,Statistician,Jabalpur,Madhya_Pradesh,2,13,1
69731,69732,5067791,55,18,single,rented,no,Technical_writer,Bidhannagar,West_Bengal,4,10,1
30029,30030,330349,63,9,single,rented,no,Petroleum_Engineer,Jodhpur,Rajasthan,4,10,0
36674,36675,7736891,30,12,single,rented,yes,Graphic_Designer,Srikakulam,Andhra_Pradesh,10,14,1
31953,31954,9705356,34,9,married,rented,no,Surgeon,Ghaziabad,Uttar_Pradesh,8,14,0
12512,12513,9537662,44,19,single,rented,no,Politician,Vadodara,Gujarat,14,12,1
171356,171357,9046485,63,3,single,rented,yes,Statistician,Unnao,Uttar_Pradesh,3,12,0
149074,149075,4479372,22,14,single,rented,no,Architect,Rajpur_Sonarpur,West_Bengal,5,13,0
191663,191664,4636538,56,4,single,rented,no,Chemical_engineer,Chinsurah,West_Bengal,4,10,0
71480,71481,6073350,68,5,single,rented,no,Hotel_Manager,Pune,Maharashtra,5,14,1
81767,81768,8030487,62,3,single,rented,no,Computer_operator,Junagadh,Gujarat,3,13,0
91691,91692,678684,67,1,single,rented,no,Magistrate,Kirari_Suleman_Nagar,Delhi,1,10,1
79819,79820,4806341,79,3,single,rented,no,Computer_operator,Panchkula,Haryana,3,13,0
143378,143379,8811537,39,14,single,rented,no,Analyst,Moradabad,Uttar_Pradesh,7,10,0
238325,238326,3753080,21,6,single,rented,yes,Army_officer,Rajahmundry[19][20],Andhra_Pradesh,5,14,0
10432,10433,4195302,22,9,single,rented,no,Psychologist,Gaya,Bihar,3,11,0
57695,57696,728115,49,7,single,rented,no,Economist,Siliguri,West_Bengal,7,11,0
175298,175299,4939158,65,12,single,rented,no,Official,Kavali,Andhra_Pradesh,7,14,1
6612,6613,6204281,66,11,single,rented,no,Architect,Darbhanga,Bihar,11,10,0
10934,10935,9603186,43,5,single,rented,no,Microbiologist,Munger,Bihar,5,13,1
120605,120606,9700230,55,20,single,rented,no,Lawyer,Nagpur,Maharashtra,8,13,0
97389,97390,1126863,43,1,single,rented,no,Mechanical_engineer,Vijayanagaram,Andhra_Pradesh,1,11,0
99905,99906,2467224,35,3,single,rented,no,Flight_attendant,Dibrugarh,Assam,3,11,0
70890,70891,3741722,38,19,single,rented,no,Computer_hardware_engineer,Salem,Tamil_Nadu,10,13,0
61429,61430,3818975,49,14,single,rented,no,Web_designer,Mahbubnagar,Telangana,12,10,0
92614,92615,2513457,32,18,single,rented,yes,Petroleum_Engineer,Dibrugarh,Assam,9,10,0
225655,225656,6937801,76,9,married,rented,yes,Economist,Bally,West_Bengal,4,11,0
58353,58354,2818110,41,20,married,rented,no,Librarian,Akola,Maharashtra,12,14,0
36259,36260,3323452,76,18,single,rented,yes,Psychologist,Mehsana,Gujarat,14,13,0
179438,179439,7716276,50,16,single,rented,no,Army_officer,Bhusawal,Maharashtra,13,12,1
214744,214745,5829652,25,7,single,owned,no,Biomedical_Engineer,Chandigarh_city,Chandigarh,7,11,0
136919,136920,5732279,29,18,single,rented,yes,Mechanical_engineer,Tezpur,Assam,12,11,0
138650,138651,96682,52,16,married,rented,no,Petroleum_Engineer,Mehsana,Gujarat,11,12,0
138285,138286,2570723,45,15,single,rented,no,Mechanical_engineer,Anand,Gujarat,6,12,1
123562,123563,1364478,33,2,single,rented,no,Official,Akola,Maharashtra,2,11,0
131202,131203,7957694,22,0,single,rented,yes,Computer_hardware_engineer,Ratlam,Madhya_Pradesh,0,14,0
228666,228667,8489185,48,10,single,rented,no,Consultant,"Khora,_Ghaziabad",Uttar_Pradesh,10,11,0
238287,238288,5775950,56,14,single,rented,yes,Computer_operator,Udaipur,Rajasthan,8,13,0
81980,81981,6907195,55,5,single,owned,no,Police_officer,Dharmavaram,Andhra_Pradesh,3,10,0
163374,163375,9777389,29,9,single,owned,no,Comedian,Kharagpur,West_Bengal,9,14,0
214094,214095,3612614,62,15,single,rented,no,Consultant,Bhatpara,West_Bengal,14,14,1
106847,106848,6133734,25,17,single,rented,no,Dentist,Anantapur,Andhra_Pradesh,4,13,0
5137,5138,7721706,68,11,single,rented,yes,Computer_operator,Bharatpur,Rajasthan,3,13,1
62034,62035,8008800,36,16,single,rented,no,Consultant,Bhiwandi,Maharashtra,14,13,0
125668,125669,1529495,53,6,single,owned,yes,Microbiologist,Rourkela,Odisha,6,14,0
101695,101696,1619598,58,18,single,rented,no,Design_Engineer,Dharmavaram,Andhra_Pradesh,8,10,0
87001,87002,1306929,66,14,single,rented,no,Engineer,Raichur,Karnataka,11,10,0
191964,191965,8019114,73,17,single,rented,no,Artist,Srinagar,Jammu_and_Kashmir,9,14,0
147882,147883,3453372,47,2,single,rented,no,Financial_Analyst,Saharanpur,Uttar_Pradesh,2,10,1
27195,27196,779608,25,13,single,rented,yes,Industrial_Engineer,Nadiad,Gujarat,6,13,0
217821,217822,4803365,32,20,single,rented,no,Surveyor,Kottayam,Kerala,10,12,1
19010,19011,6368882,46,7,single,rented,no,Analyst,Chittoor[28],Andhra_Pradesh,3,10,0
217731,217732,3230555,52,13,single,rented,no,Fashion_Designer,Tezpur,Assam,13,14,0
141022,141023,8141031,23,17,single,rented,no,Secretary,Vijayanagaram,Andhra_Pradesh,3,11,0
127814,127815,9402303,72,9,single,rented,no,Army_officer,Aligarh,Uttar_Pradesh,5,10,0
171543,171544,8797493,55,15,single,rented,no,Technology_specialist,Coimbatore,Tamil_Nadu,12,13,0
202581,202582,8435296,38,11,single,rented,no,Technical_writer,Munger,Bihar,3,10,0
185240,185241,8734369,28,10,single,rented,no,Lawyer,Rajpur_Sonarpur,West_Bengal,6,11,0
111972,111973,3443194,57,4,single,rented,yes,Fashion_Designer,Raipur,Chhattisgarh,4,11,0
174397,174398,4072488,71,14,single,rented,no,Economist,Tumkur,Karnataka,4,10,0
86185,86186,5384780,55,12,single,rented,yes,Flight_attendant,Ratlam,Madhya_Pradesh,5,12,1
85267,85268,4400395,70,1,single,rented,no,Economist,Mathura,Uttar_Pradesh,1,12,0
183814,183815,4718273,25,10,single,rented,no,Lawyer,Baranagar,West_Bengal,8,10,0
93923,93924,9644741,45,2,single,rented,no,Firefighter,Anand,Gujarat,2,10,0
39491,39492,1091777,45,19,single,rented,yes,Designer,Saharanpur,Uttar_Pradesh,4,14,0
21896,21897,5273396,30,13,single,rented,no,Physician,Proddatur,Andhra_Pradesh,4,11,0
76722,76723,3905134,74,3,married,rented,no,Analyst,Varanasi,Uttar_Pradesh,3,13,0
218169,218170,4085169,28,6,single,owned,no,Drafter,Salem,Tamil_Nadu,5,11,1
74530,74531,5190338,50,9,single,rented,no,Hotel_Manager,Visakhapatnam[4],Andhra_Pradesh,6,13,0
3598,3599,3755504,59,14,single,norent_noown,no,Army_officer,Sambalpur,Odisha,8,12,0
182478,182479,1088718,60,5,single,rented,yes,Surveyor,Tezpur,Assam,5,10,0
61936,61937,3264559,29,14,married,rented,no,Statistician,Bidhannagar,West_Bengal,4,10,1
30022,30023,6593030,78,15,single,rented,no,Aviator,Chandrapur,Maharashtra,11,12,0
59880,59881,9368529,59,7,single,rented,no,Designer,Dibrugarh,Assam,7,10,1
25056,25057,4397222,25,13,single,rented,yes,Industrial_Engineer,Saharsa[29],Bihar,8,12,0
198568,198569,1067733,79,2,single,rented,yes,Air_traffic_controller,"Khora,_Ghaziabad",Uttar_Pradesh,2,12,0
3565,3566,294302,67,7,single,rented,no,Air_traffic_controller,Jodhpur,Rajasthan,7,14,0
19969,19970,6103090,62,2,single,rented,yes,Chartered_Accountant,Hosur,Tamil_Nadu,2,13,0
211513,211514,4356797,57,4,single,owned,no,Architect,Howrah,West_Bengal,4,12,0
250342,250343,8126948,77,19,single,rented,no,Geologist,Tenali,Andhra_Pradesh,12,14,0
34117,34118,1011785,65,4,single,rented,no,Chef,Tiruppur,Tamil_Nadu,4,14,0
191466,191467,2974289,22,3,single,rented,no,Civil_servant,Raebareli,Uttar_Pradesh,3,13,1
163283,163284,3412117,76,3,single,rented,yes,Drafter,Jaunpur,Uttar_Pradesh,3,14,1
235741,235742,2587372,38,14,single,rented,yes,Aviator,Srikakulam,Andhra_Pradesh,12,11,0
221400,221401,1274347,46,3,single,rented,no,Official,Tiruppur,Tamil_Nadu,3,12,0
63973,63974,3423124,69,10,single,rented,yes,Air_traffic_controller,Kolhapur,Maharashtra,10,10,0
192042,192043,7306045,52,7,single,rented,no,Statistician,Machilipatnam,Andhra_Pradesh,7,11,0
59459,59460,1281960,24,8,single,rented,no,Politician,Siwan[32],Bihar,8,13,0
238964,238965,3212324,42,20,single,rented,no,Civil_engineer,Uluberia,West_Bengal,5,10,0
151524,151525,2653315,76,8,married,rented,no,Secretary,Vasai-Virar,Maharashtra,8,12,0
71437,71438,8344425,79,17,single,rented,no,Industrial_Engineer,Gopalpur,West_Bengal,3,13,0
112138,112139,5829652,25,7,single,owned,no,Biomedical_Engineer,Chandigarh_city,Chandigarh,7,11,0
127386,127387,2113388,51,17,married,rented,no,Scientist,Bhimavaram,Andhra_Pradesh,13,14,0
189153,189154,347930,64,5,single,rented,no,Politician,Proddatur,Andhra_Pradesh,5,12,0
60509,60510,5420974,27,14,single,rented,no,Hotel_Manager,Narasaraopet,Andhra_Pradesh,12,12,0
195138,195139,7394642,53,11,single,rented,yes,Police_officer,Bathinda,Punjab,11,14,0
116235,116236,6938459,42,16,single,rented,no,Technology_specialist,Shivpuri,Madhya_Pradesh,11,11,0
